partition,prior_role,upstream_index,item_id,source_group_id,staff_spacing_px,estimator_id,staff_sequence_count,representative_page
train,v1-development,594,smb-test-000594,beethoven_sonata21_1,9.018806,region-deskew-horizontal-morphology-v1,2,False
train,v1-development,646,smb-test-000646,beethoven_sonata22_2,18.243024,region-deskew-horizontal-morphology-v1,2,False
train,v1-development,647,smb-test-000647,beethoven_sonata22_2,18.369740,region-deskew-horizontal-morphology-v1,8,False
train,v1-development,648,smb-test-000648,beethoven_sonata22_2,18.249530,region-deskew-horizontal-morphology-v1,11,False
train,v1-development,649,smb-test-000649,beethoven_sonata22_2,18.293002,region-deskew-horizontal-morphology-v1,9,False
train,v1-development,650,smb-test-000650,beethoven_sonata22_2,18.180196,region-deskew-horizontal-morphology-v1,9,True
train,v1-development,651,smb-test-000651,beethoven_sonata22_2,18.152567,region-deskew-horizontal-morphology-v1,2,False
train,v1-development,148,smb-test-000148,beethoven_sonata23_3,8.972288,region-deskew-horizontal-morphology-v1,12,False
train,v1-development,149,smb-test-000149,beethoven_sonata23_3,8.904242,region-deskew-horizontal-morphology-v1,12,False
train,v1-development,150,smb-test-000150,beethoven_sonata23_3,8.933105,region-deskew-horizontal-morphology-v1,12,False
train,v1-development,151,smb-test-000151,beethoven_sonata23_3,8.945988,region-deskew-horizontal-morphology-v1,12,False
train,v1-development,152,smb-test-000152,beethoven_sonata23_3,8.976629,region-deskew-horizontal-morphology-v1,14,False
train,v1-development,153,smb-test-000153,beethoven_sonata23_3,8.913438,region-deskew-horizontal-morphology-v1,12,True
train,v1-development,155,smb-test-000155,beethoven_sonata23_3,8.921997,region-deskew-horizontal-morphology-v1,12,False
train,v1-development,156,smb-test-000156,beethoven_sonata23_3,8.962067,region-deskew-horizontal-morphology-v1,10,False
train,v1-development,157,smb-test-000157,beethoven_sonata23_3,8.959081,region-deskew-horizontal-morphology-v1,11,False
train,v1-development,636,smb-test-000636,beethoven_sonata28_4,8.939906,region-deskew-horizontal-morphology-v1,14,True
train,v1-development,637,smb-test-000637,beethoven_sonata28_4,8.917002,region-deskew-horizontal-morphology-v1,14,False
train,v1-development,638,smb-test-000638,beethoven_sonata28_4,8.853824,region-deskew-horizontal-morphology-v1,12,False
train,v1-development,639,smb-test-000639,beethoven_sonata28_4,8.904115,region-deskew-horizontal-morphology-v1,12,False
train,v1-development,640,smb-test-000640,beethoven_sonata28_4,8.864887,region-deskew-horizontal-morphology-v1,10,False
train,v1-development,643,smb-test-000643,beethoven_sonata28_4,8.897889,region-deskew-horizontal-morphology-v1,10,False
train,v1-development,208,smb-test-000208,chopin_mazurka06_3,9.043611,region-deskew-horizontal-morphology-v1,12,False
train,v1-development,209,smb-test-000209,chopin_mazurka06_3,9.193728,region-deskew-horizontal-morphology-v1,11,True
train,v1-development,316,smb-test-000316,haydn_erk136a,19.504943,region-deskew-horizontal-morphology-v1,3,True
train,v1-development,317,smb-test-000317,haydn_erk136a,19.533927,region-deskew-horizontal-morphology-v1,6,False
train,v1-development,289,smb-test-000289,haydn_op74n2_01,9.102521,region-deskew-horizontal-morphology-v1,11,False
train,v1-development,290,smb-test-000290,haydn_op74n2_01,9.171621,region-deskew-horizontal-morphology-v1,16,False
train,v1-development,291,smb-test-000291,haydn_op74n2_01,9.207145,region-deskew-horizontal-morphology-v1,16,False
train,v1-development,292,smb-test-000292,haydn_op74n2_01,9.187942,region-deskew-horizontal-morphology-v1,14,False
train,v1-development,293,smb-test-000293,haydn_op74n2_01,9.183517,region-deskew-horizontal-morphology-v1,16,False
train,v1-development,294,smb-test-000294,haydn_op74n2_01,9.142168,region-deskew-horizontal-morphology-v1,15,False
train,v1-development,295,smb-test-000295,haydn_op74n2_01,9.179976,region-deskew-horizontal-morphology-v1,14,False
train,v1-development,296,smb-test-000296,haydn_op74n2_01,9.118417,region-deskew-horizontal-morphology-v1,14,False
train,v1-development,297,smb-test-000297,haydn_op74n2_01,9.180978,region-deskew-horizontal-morphology-v1,16,False
train,v1-development,298,smb-test-000298,haydn_op74n2_01,9.119872,region-deskew-horizontal-morphology-v1,10,False
train,v1-development,299,smb-test-000299,haydn_op74n2_01,9.045039,region-deskew-horizontal-morphology-v1,10,True
train,v1-development,300,smb-test-000300,haydn_op74n2_01,9.115386,region-deskew-horizontal-morphology-v1,6,False
train,v1-development,527,smb-test-000527,haydn_op76n1_02,8.205367,region-deskew-horizontal-morphology-v1,16,True
train,v1-development,528,smb-test-000528,haydn_op76n1_02,8.221341,region-deskew-horizontal-morphology-v1,16,False
train,v1-development,529,smb-test-000529,haydn_op76n1_02,8.182465,region-deskew-horizontal-morphology-v1,16,False
train,v1-development,530,smb-test-000530,haydn_op76n1_02,8.135113,region-deskew-horizontal-morphology-v1,16,False
train,v1-development,531,smb-test-000531,haydn_op76n1_02,8.175143,region-deskew-horizontal-morphology-v1,16,False
train,v1-development,532,smb-test-000532,haydn_op76n1_02,8.196900,region-deskew-horizontal-morphology-v1,16,False
train,v1-development,533,smb-test-000533,haydn_op76n1_02,8.224088,region-deskew-horizontal-morphology-v1,16,False
train,v1-development,109,smb-test-000109,haydn_sonata03_4,9.110394,region-deskew-horizontal-morphology-v1,2,False
train,v1-development,111,smb-test-000111,haydn_sonata03_4,9.116108,region-deskew-horizontal-morphology-v1,8,False
train,v1-development,112,smb-test-000112,haydn_sonata03_4,9.013950,region-deskew-horizontal-morphology-v1,12,False
train,v1-development,113,smb-test-000113,haydn_sonata03_4,9.099559,region-deskew-horizontal-morphology-v1,11,False
train,v1-development,114,smb-test-000114,haydn_sonata03_4,9.012285,region-deskew-horizontal-morphology-v1,6,False
train,v1-development,115,smb-test-000115,haydn_sonata03_4,9.000000,region-deskew-horizontal-morphology-v1,2,False
train,v1-development,117,smb-test-000117,haydn_sonata03_4,9.042382,region-deskew-horizontal-morphology-v1,9,True
train,v1-development,118,smb-test-000118,haydn_sonata03_4,9.215252,region-deskew-horizontal-morphology-v1,8,False
train,v1-development,579,smb-test-000579,haydn_sonata16_2,10.198004,region-deskew-horizontal-morphology-v1,13,False
train,v1-development,580,smb-test-000580,haydn_sonata16_2,10.047775,region-deskew-horizontal-morphology-v1,2,True
train,v1-development,58,smb-test-000058,joplin_augustan,9.945974,region-deskew-horizontal-morphology-v1,8,False
train,v1-development,59,smb-test-000059,joplin_augustan,9.912566,region-deskew-horizontal-morphology-v1,9,False
train,v1-development,60,smb-test-000060,joplin_augustan,9.964943,region-deskew-horizontal-morphology-v1,10,True
train,v1-development,61,smb-test-000061,joplin_augustan,9.933419,region-deskew-horizontal-morphology-v1,10,False
train,v1-development,38,smb-test-000038,joplin_binks,10.095394,region-deskew-horizontal-morphology-v1,6,False
train,v1-development,39,smb-test-000039,joplin_binks,10.136648,region-deskew-horizontal-morphology-v1,10,False
train,v1-development,40,smb-test-000040,joplin_binks,10.081313,region-deskew-horizontal-morphology-v1,10,True
train,v1-development,42,smb-test-000042,joplin_binks,10.132151,region-deskew-horizontal-morphology-v1,8,False
train,v1-development,43,smb-test-000043,joplin_binks,10.171917,region-deskew-horizontal-morphology-v1,6,False
train,v1-development,568,smb-test-000568,joplin_leola,21.131350,region-deskew-horizontal-morphology-v1,6,False
train,v1-development,569,smb-test-000569,joplin_leola,21.179713,region-deskew-horizontal-morphology-v1,7,False
train,v1-development,570,smb-test-000570,joplin_leola,21.066592,region-deskew-horizontal-morphology-v1,12,True
train,v1-development,571,smb-test-000571,joplin_leola,21.144386,region-deskew-horizontal-morphology-v1,6,False
train,v1-development,471,smb-test-000471,joplin_nonpareil,20.616657,region-deskew-horizontal-morphology-v1,4,False
train,v1-development,472,smb-test-000472,joplin_nonpareil,20.665737,region-deskew-horizontal-morphology-v1,5,False
train,v1-development,473,smb-test-000473,joplin_nonpareil,20.638483,region-deskew-horizontal-morphology-v1,4,True
train,v1-development,175,smb-test-000175,joplin_searchlight,20.072396,region-deskew-horizontal-morphology-v1,9,False
train,v1-development,176,smb-test-000176,joplin_searchlight,20.102510,region-deskew-horizontal-morphology-v1,7,True
train,v1-development,177,smb-test-000177,joplin_searchlight,20.177893,region-deskew-horizontal-morphology-v1,12,False
train,v1-development,178,smb-test-000178,joplin_searchlight,20.065715,region-deskew-horizontal-morphology-v1,12,False
train,v1-development,489,smb-test-000489,liszt_etude10_05,9.212536,region-deskew-horizontal-morphology-v1,7,False
train,v1-development,490,smb-test-000490,liszt_etude10_05,9.121027,region-deskew-horizontal-morphology-v1,8,False
train,v1-development,491,smb-test-000491,liszt_etude10_05,9.004887,region-deskew-horizontal-morphology-v1,10,True
train,v1-development,492,smb-test-000492,liszt_etude10_05,9.165599,region-deskew-horizontal-morphology-v1,3,False
train,v1-development,363,smb-test-000363,mozart_erk024,16.017800,region-deskew-horizontal-morphology-v1,14,True
train,v1-development,512,smb-test-000512,mozart_quartett_in_a_-_kv_169,5.651047,region-deskew-horizontal-morphology-v1,16,False
train,v1-development,513,smb-test-000513,mozart_quartett_in_a_-_kv_169,5.660581,region-deskew-horizontal-morphology-v1,14,False
train,v1-development,514,smb-test-000514,mozart_quartett_in_a_-_kv_169,5.670711,region-deskew-horizontal-morphology-v1,14,True
train,v1-development,515,smb-test-000515,mozart_quartett_in_a_-_kv_169,5.638070,region-deskew-horizontal-morphology-v1,16,False
train,v1-development,516,smb-test-000516,mozart_quartett_in_a_-_kv_169,5.711289,region-deskew-horizontal-morphology-v1,15,False
train,v1-development,459,smb-test-000459,mozart_quartett_in_b_-_kv_458,5.808688,region-deskew-horizontal-morphology-v1,13,False
train,v1-development,460,smb-test-000460,mozart_quartett_in_b_-_kv_458,5.772661,region-deskew-horizontal-morphology-v1,13,False
train,v1-development,461,smb-test-000461,mozart_quartett_in_b_-_kv_458,5.799525,region-deskew-horizontal-morphology-v1,9,False
train,v1-development,462,smb-test-000462,mozart_quartett_in_b_-_kv_458,5.859099,region-deskew-horizontal-morphology-v1,13,False
train,v1-development,463,smb-test-000463,mozart_quartett_in_b_-_kv_458,5.848071,region-deskew-horizontal-morphology-v1,7,False
train,v1-development,464,smb-test-000464,mozart_quartett_in_b_-_kv_458,5.790241,region-deskew-horizontal-morphology-v1,5,False
train,v1-development,465,smb-test-000465,mozart_quartett_in_b_-_kv_458,5.779773,region-deskew-horizontal-morphology-v1,11,False
train,v1-development,466,smb-test-000466,mozart_quartett_in_b_-_kv_458,5.802215,region-deskew-horizontal-morphology-v1,11,False
train,v1-development,467,smb-test-000467,mozart_quartett_in_b_-_kv_458,5.853550,region-deskew-horizontal-morphology-v1,4,False
train,v1-development,468,smb-test-000468,mozart_quartett_in_b_-_kv_458,5.748599,region-deskew-horizontal-morphology-v1,10,False
train,v1-development,469,smb-test-000469,mozart_quartett_in_b_-_kv_458,5.829793,region-deskew-horizontal-morphology-v1,8,True
train,v1-development,470,smb-test-000470,mozart_quartett_in_b_-_kv_458,5.764137,region-deskew-horizontal-morphology-v1,4,False
train,v1-development,44,smb-test-000044,mozart_quartett_in_d_-_kv_575,6.000000,region-deskew-horizontal-morphology-v1,11,False
train,v1-development,45,smb-test-000045,mozart_quartett_in_d_-_kv_575,5.766857,region-deskew-horizontal-morphology-v1,12,True
train,v1-development,46,smb-test-000046,mozart_quartett_in_d_-_kv_575,5.843653,region-deskew-horizontal-morphology-v1,11,False
train,v1-development,47,smb-test-000047,mozart_quartett_in_d_-_kv_575,5.876142,region-deskew-horizontal-morphology-v1,4,False
train,v1-development,48,smb-test-000048,mozart_quartett_in_d_-_kv_575,5.807077,region-deskew-horizontal-morphology-v1,14,False
train,v1-development,49,smb-test-000049,mozart_quartett_in_d_-_kv_575,5.786544,region-deskew-horizontal-morphology-v1,8,False
train,v1-development,50,smb-test-000050,mozart_quartett_in_d_-_kv_575,5.828235,region-deskew-horizontal-morphology-v1,16,False
train,v1-development,52,smb-test-000052,mozart_quartett_in_d_-_kv_575,6.000000,region-deskew-horizontal-morphology-v1,10,False
train,v1-development,622,smb-test-000622,mozart_serenade_in_g_-_kv_525,5.781141,region-deskew-horizontal-morphology-v1,2,False
train,v1-development,623,smb-test-000623,mozart_serenade_in_g_-_kv_525,5.877838,region-deskew-horizontal-morphology-v1,4,False
train,v1-development,624,smb-test-000624,mozart_serenade_in_g_-_kv_525,6.000000,region-deskew-horizontal-morphology-v1,4,False
train,v1-development,625,smb-test-000625,mozart_serenade_in_g_-_kv_525,5.731071,region-deskew-horizontal-morphology-v1,4,False
train,v1-development,626,smb-test-000626,mozart_serenade_in_g_-_kv_525,5.819421,region-deskew-horizontal-morphology-v1,6,True
train,v1-development,627,smb-test-000627,mozart_serenade_in_g_-_kv_525,5.576956,region-deskew-horizontal-morphology-v1,4,False
train,v1-development,628,smb-test-000628,mozart_serenade_in_g_-_kv_525,6.000000,region-deskew-horizontal-morphology-v1,5,False
train,v1-development,615,smb-test-000615,mozart_sonata02_1,9.940848,region-deskew-horizontal-morphology-v1,9,True
train,v1-development,616,smb-test-000616,mozart_sonata02_1,9.857479,region-deskew-horizontal-morphology-v1,8,False
train,v1-development,617,smb-test-000617,mozart_sonata02_1,9.896440,region-deskew-horizontal-morphology-v1,12,False
train,v1-development,618,smb-test-000618,mozart_sonata02_1,9.818156,region-deskew-horizontal-morphology-v1,8,False
train,v1-development,305,smb-test-000305,mozart_sonata09_3,10.053961,region-deskew-horizontal-morphology-v1,10,True
train,v1-development,271,smb-test-000271,mozart_sonata11_1b,10.141950,region-deskew-horizontal-morphology-v1,5,True
train,v1-development,63,smb-test-000063,mozart_sonata14_2,9.884468,region-deskew-horizontal-morphology-v1,8,False
train,v1-development,64,smb-test-000064,mozart_sonata14_2,9.947346,region-deskew-horizontal-morphology-v1,11,True
train,v1-development,65,smb-test-000065,mozart_sonata14_2,9.822999,region-deskew-horizontal-morphology-v1,12,False
train,v1-development,66,smb-test-000066,mozart_sonata14_2,9.941247,region-deskew-horizontal-morphology-v1,7,False
train,v1-development,652,smb-test-000652,mozart_sonata15_1,10.000000,region-deskew-horizontal-morphology-v1,3,False
train,v1-development,653,smb-test-000653,mozart_sonata15_1,10.266965,region-deskew-horizontal-morphology-v1,13,False
train,v1-development,654,smb-test-000654,mozart_sonata15_1,10.202624,region-deskew-horizontal-morphology-v1,7,True
train,v1-development,277,smb-test-000277,mozart_sonata16_3,9.940247,region-deskew-horizontal-morphology-v1,7,False
train,v1-development,278,smb-test-000278,mozart_sonata16_3,9.803136,region-deskew-horizontal-morphology-v1,9,False
train,v1-development,279,smb-test-000279,mozart_sonata16_3,9.819614,region-deskew-horizontal-morphology-v1,12,True
train,v1-development,280,smb-test-000280,mozart_sonata16_3,9.971623,region-deskew-horizontal-morphology-v1,7,False
train,v1-development,171,smb-test-000171,mozart_viennese6_2,10.261177,region-deskew-horizontal-morphology-v1,11,True
train,v1-development,172,smb-test-000172,mozart_viennese6_2,10.253926,region-deskew-horizontal-morphology-v1,6,False
train,v1-development,371,smb-test-000371,scarlatti_l003k502,10.111985,region-deskew-horizontal-morphology-v1,8,True
train,v1-development,356,smb-test-000356,scarlatti_l064k148,10.482058,region-deskew-horizontal-morphology-v1,10,False
train,v1-development,357,smb-test-000357,scarlatti_l064k148,10.436067,region-deskew-horizontal-morphology-v1,12,True
train,v1-development,93,smb-test-000093,scarlatti_l267k052,11.098638,region-deskew-horizontal-morphology-v1,8,True
train,v1-development,94,smb-test-000094,scarlatti_l267k052,11.109663,region-deskew-horizontal-morphology-v1,10,False
train,v1-development,95,smb-test-000095,scarlatti_l267k052,11.117480,region-deskew-horizontal-morphology-v1,10,False
train,v1-development,96,smb-test-000096,scarlatti_l267k052,11.076073,region-deskew-horizontal-morphology-v1,8,False
train,v1-development,26,smb-test-000026,scarlatti_l336k093,10.059837,region-deskew-horizontal-morphology-v1,12,False
train,v1-development,27,smb-test-000027,scarlatti_l336k093,10.030592,region-deskew-horizontal-morphology-v1,9,False
train,v1-development,28,smb-test-000028,scarlatti_l336k093,10.055072,region-deskew-horizontal-morphology-v1,12,False
train,v1-development,29,smb-test-000029,scarlatti_l336k093,10.056347,region-deskew-horizontal-morphology-v1,12,False
train,v1-development,30,smb-test-000030,scarlatti_l336k093,10.042432,region-deskew-horizontal-morphology-v1,11,False
train,v1-development,31,smb-test-000031,scarlatti_l336k093,10.089450,region-deskew-horizontal-morphology-v1,12,True
train,v1-development,173,smb-test-000173,scarlatti_l348k244,10.599285,region-deskew-horizontal-morphology-v1,12,True
train,v1-development,174,smb-test-000174,scarlatti_l348k244,10.607813,region-deskew-horizontal-morphology-v1,12,False
train,v1-development,561,smb-test-000561,scarlatti_l481k025,11.002723,region-deskew-horizontal-morphology-v1,9,False
train,v1-development,562,smb-test-000562,scarlatti_l481k025,10.978439,region-deskew-horizontal-morphology-v1,11,False
train,v1-development,563,smb-test-000563,scarlatti_l481k025,10.988780,region-deskew-horizontal-morphology-v1,10,False
train,v1-development,564,smb-test-000564,scarlatti_l481k025,10.955209,region-deskew-horizontal-morphology-v1,10,True
train,v1-development,415,smb-test-000415,weber_erk113,18.073627,region-deskew-horizontal-morphology-v1,12,True
validation,fresh-holdout,134,smb-test-000134,beethoven_sonata20_2,8.978614,region-deskew-horizontal-morphology-v1,4,True
validation,fresh-holdout,135,smb-test-000135,beethoven_sonata20_2,8.870702,region-deskew-horizontal-morphology-v1,9,False
validation,fresh-holdout,136,smb-test-000136,beethoven_sonata20_2,8.899465,region-deskew-horizontal-morphology-v1,13,False
validation,fresh-holdout,137,smb-test-000137,beethoven_sonata20_2,8.857393,region-deskew-horizontal-morphology-v1,12,False
validation,fresh-holdout,441,smb-test-000441,chopin_mazurka30_2,9.500890,region-deskew-horizontal-morphology-v1,11,True
validation,fresh-holdout,122,smb-test-000122,chopin_mazurka41_1,9.727977,region-deskew-horizontal-morphology-v1,11,False
validation,fresh-holdout,123,smb-test-000123,chopin_mazurka41_1,9.490393,region-deskew-horizontal-morphology-v1,8,False
validation,fresh-holdout,124,smb-test-000124,chopin_mazurka41_1,9.489685,region-deskew-horizontal-morphology-v1,11,True
validation,fresh-holdout,263,smb-test-000263,chopin_prelude28_02,10.327780,region-deskew-horizontal-morphology-v1,9,True
validation,fresh-holdout,179,smb-test-000179,haydn_erk136,19.571795,region-deskew-horizontal-morphology-v1,9,True
validation,fresh-holdout,13,smb-test-000013,haydn_op76n6_04,8.286938,region-deskew-horizontal-morphology-v1,16,False
validation,fresh-holdout,14,smb-test-000014,haydn_op76n6_04,8.304612,region-deskew-horizontal-morphology-v1,16,False
validation,fresh-holdout,15,smb-test-000015,haydn_op76n6_04,8.206532,region-deskew-horizontal-morphology-v1,15,False
validation,fresh-holdout,16,smb-test-000016,haydn_op76n6_04,8.256035,region-deskew-horizontal-morphology-v1,13,False
validation,fresh-holdout,17,smb-test-000017,haydn_op76n6_04,8.386582,region-deskew-horizontal-morphology-v1,15,True
validation,fresh-holdout,18,smb-test-000018,haydn_op76n6_04,8.318225,region-deskew-horizontal-morphology-v1,15,False
validation,fresh-holdout,19,smb-test-000019,haydn_op76n6_04,8.317697,region-deskew-horizontal-morphology-v1,15,False
validation,fresh-holdout,164,smb-test-000164,joplin_breeze,20.529358,region-deskew-horizontal-morphology-v1,4,True
validation,fresh-holdout,166,smb-test-000166,joplin_breeze,20.469288,region-deskew-horizontal-morphology-v1,9,False
validation,fresh-holdout,167,smb-test-000167,joplin_breeze,20.370156,region-deskew-horizontal-morphology-v1,2,False
validation,fresh-holdout,126,smb-test-000126,joplin_school,10.010612,region-deskew-horizontal-morphology-v1,6,False
validation,fresh-holdout,127,smb-test-000127,joplin_school,10.086532,region-deskew-horizontal-morphology-v1,9,False
validation,fresh-holdout,128,smb-test-000128,joplin_school,10.015995,region-deskew-horizontal-morphology-v1,9,True
validation,fresh-holdout,619,smb-test-000619,mozart_sonata04_3,9.905493,region-deskew-horizontal-morphology-v1,13,True
validation,fresh-holdout,620,smb-test-000620,mozart_sonata04_3,9.910334,region-deskew-horizontal-morphology-v1,13,False
validation,fresh-holdout,79,smb-test-000079,mozart_sonata14_1,9.801703,region-deskew-horizontal-morphology-v1,6,True
validation,fresh-holdout,80,smb-test-000080,mozart_sonata14_1,9.978779,region-deskew-horizontal-morphology-v1,10,False
validation,fresh-holdout,81,smb-test-000081,mozart_sonata14_1,9.913098,region-deskew-horizontal-morphology-v1,10,False
validation,fresh-holdout,83,smb-test-000083,mozart_sonata14_1,9.888592,region-deskew-horizontal-morphology-v1,7,False
validation,fresh-holdout,442,smb-test-000442,scarlatti_l008k461,10.741693,region-deskew-horizontal-morphology-v1,2,False
validation,fresh-holdout,443,smb-test-000443,scarlatti_l008k461,10.864646,region-deskew-horizontal-morphology-v1,9,True
validation,fresh-holdout,444,smb-test-000444,scarlatti_l008k461,10.798211,region-deskew-horizontal-morphology-v1,10,False
validation,fresh-holdout,446,smb-test-000446,scarlatti_l008k461,10.815667,region-deskew-horizontal-morphology-v1,5,False
